"","ph:6.5","pH:6.8","pH:7.1"
"ANLN",-1.14774736309515,0.464297256705858,0.683450106389295
"STXBP2",-1.11096899716132,0.28288421334644,0.82808478381488
"CDC42EP3",-1.14255014028383,0.426587880995631,0.715962259288198
"CTGF",-1.15415749697677,0.546413554387671,0.607743942589101
"TPM1",-1.14910852674412,0.476257796889484,0.672850729854641
"POM121C;POM121B",-1.09495704878386,0.864971510123757,0.229985538660099
"FXN",1.15257655578562,-0.636913868941593,-0.515662686844029
"CEP170B",-1.15142473245383,0.500440763877692,0.650983968576138
"THBS1",-1.03846858152091,0.081984643653144,0.956483937867763
"NEDD4",-1.11285588538143,0.28966243933818,0.823193446043252
"SEC23B",-0.903732008986128,-0.170589891093461,1.07432190007959
"MOCS2",-0.987389564356707,-0.0247609884999207,1.01215055285663
"PCOLCE",-1.15408600804959,0.609663772227297,0.544422235822294
"ISG15",-1.10604371154406,0.265792885931959,0.840250825612096
"CLN6",-1.15425777586277,0.604818960976676,0.549438814886091
"TIPRL",-1.08109450767886,0.189226888503248,0.891867619175613
"MT-ATP8",1.15168163341477,-0.503576984527596,-0.648104648887178
"SRA1",-1.13356748138591,0.376340641951347,0.757226839434562
"GGCT",-1.14074082146196,0.725395517367695,0.415345304094262
"C17orf85",-1.06792968972774,0.153643095093338,0.914286594634397
"AACS",-1.15438362918801,0.600618882209022,0.553764746978988
"TMEM231",-0.517614370710908,-0.635092430051759,1.15270680076267
"ADIRF",0.904987975946801,0.168591813300292,-1.07357978924709
"DDHD2",-1.09534530065791,0.231185677066275,0.864159623591636
"CLDN11",0.927121505904686,-1.05965997704743,0.132538471142749
"PIH1D1",-1.15469674636837,0.574785573010123,0.579911173358242
"CROCC",1.154106304147,-0.609130855328558,-0.544975448818438
"PRUNE2",-0.343700389609531,-0.782823849901957,1.12652423951149
"PIP5K1C",-0.938176552243815,-0.113894200128393,1.05207075237221
"UTP14A",-1.11592885027813,0.301007034045321,0.814921816232806
"UEVLD",-1.15311926234275,0.524243523607941,0.628875738734806
"PTX3",0.0988755785461921,-1.04576490170925,0.946889323163059
"NEU1",-1.1052696511224,0.2631797362454,0.842089914877004
"CD2AP",0.942688805151284,-1.0488419025545,0.106153097403218
"PODXL",-1.02884684806007,0.0604348532183459,0.968411994841726
"SMARCC1",-1.14973497663394,0.482227795806609,0.667507180827332
"YIF1B",-1.13042233754867,0.361228316362042,0.769194021186625
"BCAR1",-0.766869956180437,-0.364183141494146,1.13105309767458
"NBR1",-1.15245639089911,0.638543525079115,0.513912865819999
"KPNB1",-1.13194453642998,0.36842183203544,0.763522704394544
"STK10",-1.1513076597994,0.499050929397047,0.652256730402355
"FKBP15",-1.14866783890607,0.47224745170563,0.676420387200441
"CALCOCO2",-1.15087786780416,0.494136412115182,0.65674145568898
"MRPS33",1.12146047130333,-0.322518547277472,-0.798941924025859
"PLEKHO2",1.00261760717652,-0.997361674091721,-0.00525593308479797
"CD46",-0.220514281963498,-0.871338543904647,1.09185282586814
"SESN2",-1.10747022873134,0.270658677064155,0.836811551667183
"NFKBIB",-1.14179961452487,0.421835290347292,0.719964324177578
"ZNF185",-1.0810744318631,0.189170520613251,0.891903911249851
"PUF60",-1.13795080765478,0.738683887759049,0.399266919895726
"UAP1",-1.15357528145447,0.532650892852744,0.620924388601723
"NCAPD2",-1.13327883426597,0.374912233735373,0.758366600530592
"COL1A2",-1.15358687635454,0.532884566329624,0.620702310024916
"TMEM41B",1.11646019429301,-0.30300965141496,-0.813450542878051
"JAK1",0.951281562069716,-1.04247192189574,0.0911903598260263
"LYPLA1",-1.14398692354243,0.707899455284899,0.436087468257533
"CA12",1.1530327716079,-0.522789570351539,-0.630243201256359
"AARS2",0.968159226100846,0.0608981706131487,-1.02905739671399
"FAM180A",-0.988981123647917,-0.0216850408550896,1.01066616450301
"GLTSCR2",-0.758969558145872,-0.37415565731294,1.13312521545881
"KRT19",0.117457786318674,-1.0535418159367,0.936084029618025
"TMEM41A",1.01206571671077,-0.987480922837984,-0.0245847938727828
"B2M",1.1310271665383,-0.364060955055334,-0.766966211482968
"C11orf98",-0.989800394166839,-0.0200962929826569,1.0098966871495
"SNAP29",-1.01728835526181,0.0355233667521775,0.98176498850963
"ALG6",-1.13941739662717,0.407548292549679,0.731869104077496
"ATP5J",0.735995851758852,-1.13853837234886,0.402542520590012
"ASMTL",-1.09112400724657,0.872802436039028,0.21832157120754
"COL1A1",-1.15441704336907,0.555050735597754,0.599366307771312
"OGFR",0.640924657333815,-1.15227461982168,0.511349962487863
"TPBG",-1.1213873336469,0.322223886867522,0.799163446779374
"EPG5",-1.10192435170863,0.252094241251703,0.84983011045693
"ZYX",-0.945619463668855,1.04670246784698,-0.101083004178121
"COL3A1",-1.15204347075563,0.643822038599816,0.508221432155811
"CMBL",1.08931944307269,-0.212940920127905,-0.876378522944786
"SERPINB1",0.692140602687148,0.454370851761327,-1.14651145444848
"S100A6",0.0251181579214167,-1.01232245526881,0.987204297347394
"AAMDC",1.08943125270095,-0.213272329195698,-0.876158923505252
"LTBP2",-1.14744765656424,0.685629621625994,0.461818034938249
"PYGL",-0.706722798253927,-0.437465487632144,1.14418828588607
"CARS",-1.0978500848762,0.239015550242407,0.858834534633792
"MGLL",1.08057185096622,-0.892810188725474,-0.187761662240751
"TMEM181",1.01328359112198,-0.98616475952852,-0.0271188315934631
"CPNE3",1.14598214898539,-0.450338371077208,-0.695643777908179
"NAT10",1.13297359035903,-0.373411336713835,-0.759562253645192
"SOWAHC",1.15097868522137,-0.655714336375505,-0.495264348845864
"UBAC2",-0.915475472556734,-0.151711600713864,1.0671870732706
"ELOVL5",-1.12640487474196,0.343181884653375,0.783222990088586
"PHYH",1.04418671975621,-0.0951793513077885,-0.949007368448421
"TRIM38",0.541076502978535,0.612879635721191,-1.15395613869973
"MGST2",-1.15374469270114,0.536192031111317,0.617552661589822
"CYB561D2",1.15455198875894,-0.561236077310293,-0.593315911448645
"UXS1",-1.13892734633134,0.404741559185814,0.734185787145524
"UBA7",-0.667724190846092,1.14971030662363,-0.481986115777542
"TUBA1C",-1.0882193302205,0.20969373097907,0.878525599241432
"DBN1",-0.961891509422239,-0.0722933826210607,1.0341848920433
"GBP1",1.03325199295143,-0.963048150155863,-0.0702038427955681
"TSPO",1.05512599080487,-0.121321863011784,-0.933804127793082
"AKR1C1",1.09954389683368,-0.244399365820019,-0.855144531013662
"RABEPK",-1.11883554161781,0.312121848663818,0.80671369295399
"PALLD",-0.909792996757714,-0.160901786198134,1.07069478295585
"PREP",-1.14841470031697,0.470006788394622,0.678407911922353
"CD81",0.899689360221389,0.176988065785945,-1.07667742600733
"PKD1",1.06558088026361,-0.147559287818704,-0.918021592444903
"C16orf13",0.891123468166682,0.190381835238606,-1.08150530340529
"HLA-B",0.984082719210387,0.0311086201459461,-1.01519133935633
"C6orf203",-0.948649022140173,-0.0958059780237449,1.04445500016392
"MBOAT7",0.367221750635517,0.764472000487484,-1.131693751123
"ARMT1",-1.04791788217078,0.103957650408772,0.943960231762011
"CARS2",1.15157550333121,-0.502266359570524,-0.649309143760688
"NT5DC3",-1.13384394257168,0.756126715994153,0.377717226577522
"RNH1",-1.14398648527932,0.436084482349182,0.707902002930142
"PCBP2",-1.06305127557975,0.141088076691807,0.921963198887939
"EHHADH",-1.03904507333498,0.0833012606117054,0.955743812723271
"FN3KRP",0.974111221337427,-1.02401975877209,0.0499085374346593
"ALDH5A1",0.942677570240144,0.106172469250441,-1.04885003949058
"FUCA2",-1.15123850385721,0.498240763784542,0.652997740072667
"PDLIM5",1.12677724243263,-0.344802746897014,-0.781974495535619
"ENDOD1",1.12396222109599,-0.332783173904298,-0.791179047191691
"CRYL1",1.14482679248465,-0.441919291367915,-0.702907501116739
"SLC25A4",1.10130132137503,-0.250065315646857,-0.851236005728172
"GSTM3",0.940139304779491,0.11053655297371,-1.0506758577532
"MRPS15",0.507797085956817,0.644214250394631,-1.15201133635145
"LMO7",1.15005426390723,-0.664645168930592,-0.485409094976633
"NT5C",-1.14459198948461,0.704325851993384,0.44026613749123
"KRTCAP2",-1.10233943334396,0.253452014357879,0.848887418986081
"PPIF",0.951314318728902,0.0911327490107984,-1.0424470677397
"SASH1",1.05518641073447,-0.933716621277939,-0.121469789456532
"PICALM",-1.1528696830104,0.632725342450101,0.520144340560297
"IFT27",-1.10285918236587,0.84770010592151,0.255159076444363
"HLA-C",1.15102473579843,-0.495784435622499,-0.655240300175929
"SERPING1",0.94208048927843,0.107201282571245,-1.04928177184968
"CDS2",-1.14864041869765,0.676637809988015,0.47200260870964
"FTL",1.07840290002895,-0.181730627559181,-0.896672272469768
"NUDT4",1.14534326179987,-0.69972126485149,-0.445621996948381
"APBB1IP",-1.09824405829363,0.857982825165111,0.240261233128517
"RHBDD1",-1.15124526850043,0.498319666541804,0.652925601958627
"GPSM1",-1.09602601326099,0.862727533926919,0.233298479334074
"KDELC1",-1.13705170950124,0.394356232140298,0.742695477360947
"HSD11B1",1.13992057384991,-0.410474193533513,-0.729446380316399
"PVR",-0.585250261971387,1.15466434015591,-0.569414078184525
"NQO1",1.14078090386001,-0.415586714761773,-0.725194189098239
"PTER",0.443704470425605,0.701372957897335,-1.14507742832294
"TBL3",-1.14184435091809,0.422114888314436,0.719729462603652
"AHNAK",1.15051674797787,-0.490208920922943,-0.660307827054925
"RBBP9",-1.14561645291642,0.447619540446283,0.697996912470141
"TLDC1",-0.996539295025144,-0.00688584845187941,1.00342514347702
"ALDOA",-1.14609090441069,0.694933635062924,0.451157269347761
"TBC1D8B",-1.04458204300073,0.0961029566976215,0.948479086303113
"PDCD11",-1.1372881767517,0.395636278535944,0.741651898215753
"GPNMB",1.09453653445417,-0.228689656741702,-0.865846877712465
"DYNC1H1",-1.09426840998347,0.22786553257901,0.866402877404462
"HIST1H1B",1.13623320712093,-0.389985824982568,-0.746247382138361
"GPI",-1.15165886603896,0.648364887835652,0.50329397820331
"COX5B",1.08155944381229,-0.891025174589448,-0.190534269222846
"COX7A2",0.71123644594851,-1.14340438588009,0.43216793993158
"TSSC4",-1.12140682455205,0.322302383783989,0.799104440768064
"XRN1",-1.15200664763939,0.644271272712263,0.507735374927123
"PPAPDC2",0.768110727184834,-1.13071755835501,0.362606831170174
"SLC7A6",-0.935666231355427,-0.118167334514817,1.05383356587024
"APOL2",1.11672334605889,-0.812717184617606,-0.304006161441286
"BNIP1",0.874089015137404,0.216389724173172,-1.09047873931058
"PAPSS2",-1.11985728710413,0.316125972545706,0.803731314558423
"L3HYPDH",-1.15327355746756,0.526936917219082,0.626336640248483
"ZNF622",-0.655123810717513,-0.495912195310611,1.15103600602812
"LGALS1",1.15437216013155,-0.553338922270536,-0.601033237861016
"ZC3HAV1L",-1.11475675143831,0.29663321499316,0.818123536445152
"CTNND1",-1.07300276320652,0.167043938027708,0.905958825178811
"HSPB11",-1.13533500877582,0.385292030746278,0.75004297802954
"LBR",-0.749046498044326,-0.386526688778011,1.13557318682234
"EPRS",-0.95772014080828,-0.0797803317488248,1.0375004725571
"CHCHD6",0.213642784310465,0.875913348522054,-1.08955613283252
"TRIOBP",1.06747490958975,-0.152459356751907,-0.915015552837844
"LRRC57",0.995310304379457,-1.00462462710617,0.00931432272671579
"PQLC3",-1.1518156423887,0.505264035469586,0.646551606919116
"RASA2",-0.338901646152697,1.12541068398906,-0.78650903783636
"MGMT",-0.661007384455201,1.15044389021266,-0.489436505757455
"EIF2D",-1.05512274734452,0.121313923185344,0.933808824159174
"PYCR2",1.00118847825468,-0.00238120913158423,-0.998807269123099
"NADSYN1",-1.13916349937889,0.733074536264667,0.406088963114224
"GRHPR",-1.15310370285816,0.62912454244919,0.523979160408972
"SPR",0.936771329454769,0.116289122854275,-1.05306045230904
"EHD4",0.416867533195635,0.724125129572038,-1.14099266276767
"APPL2",1.11265688526351,-0.288941098584258,-0.823715786679254
"TMEM173",1.1112987101663,-0.284058886570275,-0.827239823596023
"SGPL1",-1.13917640200676,0.406162854642444,0.73301354736432
"GSN",1.12417353765081,-0.33366743309778,-0.790506104553028
"ASNSD1",-0.498896145682272,-0.652398353590509,1.15129449927278
"PLCB3",-1.14280023255488,0.42820192720234,0.714598305352538
"SERPINE2",-1.10704555225596,0.26920322188889,0.837842330367074
"NDUFA9",1.14452481729264,-0.439796537755246,-0.704728279537397
"SLC35E1",-1.05328417910348,0.116831976770544,0.936452202332933
"MACF1",-1.00285903468146,0.00574280436738525,0.997116230314079
"CHCHD2;CHCHD2P9",1.14760587909665,-0.463120693017556,-0.684485186079097
"LRRFIP1",-1.07372218136026,0.168974548467424,0.904747632892837
"HK2",-0.926523797565206,-0.133533911699518,1.06005770926472
"HABP4",1.08313421884328,-0.888143505008624,-0.194990713834658
"DDX18",-1.12109990979555,0.321068756904461,0.800031152891086
"COIL",-1.13624880284403,0.390068248687462,0.746180554156569
"EHD1",1.14688600187131,-0.689586765442106,-0.457299236429205
"NDUFAF3",1.02707608715483,-0.970523856700801,-0.0565522304540304
"GSTP1",-1.1509730527436,0.495200949251409,0.655772103492194
"RELB",-0.611324613286939,1.15402052278343,-0.542695909496494
"PDXDC1",-1.0611591632117,0.924858572612077,0.136300590599618
"PLEC",1.14349308075106,-0.432758480795463,-0.7107345999556
"PSME1",0.932308733527045,0.123845903610906,-1.05615463713795
"LARP4B",-1.15332036208898,0.625538671131696,0.527781690957286
"UBA6",-1.15024106433481,0.662922129182737,0.487318935152073
"COX20",0.979411060732402,-1.01938985200152,0.0399787912691221
"NT5DC1",-0.824427078411951,-0.287957864298802,1.11238494271075
"ECM29",-1.10437822242072,0.260193295517495,0.844184926903223
"LAGE3",-0.936701198694759,-0.116408452119847,1.05310965081461
"LGMN",-1.15402471346451,0.611220843031217,0.542803870433293
"PDLIM7",-1.12476345182811,0.336150907779583,0.788612544048524
"PCDHGA5;PCDHGA7;PCDHGA12",-0.520402162769787,-0.632483740788305,1.15288590355809
"IRGQ",-1.14578352724564,0.448855149998465,0.696928377247179
"GSTK1",1.0695928008777,-0.15799614800667,-0.911596652871027
"ISOC2",1.00979415311845,-0.0198848847064386,-0.989909268412012
"GTF2E1",-1.0947627149304,0.865376559470928,0.229386155459473
"RIPK1",-1.14388940620155,0.435424485605703,0.708464920595846
"OAS3",-1.03390466424914,0.962239721271067,0.0716649429780744
"SCYL1",-1.14941358727969,0.479122778069094,0.670290809210594
"FN3K",1.14498050898253,-0.701968922763628,-0.443011586218899
"MTMR6",-1.15235604126513,0.512486061800861,0.639869979464268
"PYCARD",1.05122144469655,-0.111847377357951,-0.939374067338594
"LXN",0.788317904282984,0.336536717299734,-1.12485462158272
"ADAM9",0.978468691948046,0.0417546032124078,-1.02022329516045
"GLRX3",-0.999324712426926,-0.00134920987022565,1.00067392229715
"NBN",-1.1172500501578,0.306010211445987,0.811239838711815
"LARS",-1.15294831216079,0.521404726137994,0.6315435860228
"HMGA1",0.832519434152547,0.276693054632407,-1.10921248878495
"UMPS",-0.931721577290607,-0.124834713968631,1.05655629125924
"TCP11L1",-1.14377490737863,0.434649627496073,0.709125279882561
"RGS20",1.14071667331132,-0.725516653938906,-0.415200019372413
"FHL1",1.13889619028299,-0.404564497354521,-0.734331692928465
"GALM",1.11855739786826,-0.31104088804376,-0.807516509824499
"HEATR1",-1.00763361203709,0.0154461702102357,0.992187441826856
"CD9",1.14787807625202,-0.682483690435395,-0.465394385816628
"NCSTN",-0.863166316011699,-0.232651689903453,1.09581800591515
"ASCC3",-1.1543866446647,0.553877963342477,0.600508681322226
"DPYSL3",-1.10142445389816,0.850959007558552,0.25046544633961
"ACOX1",-1.14119154068251,0.418078884043332,0.723112656639176
"CTBS",-1.06601143592303,0.917342437337883,0.148668998585148
"RBM7",-1.11394782030744,0.293648654577612,0.820299165729831
"PDIA3",1.14363288302378,-0.433693772662642,-0.709939110361138
"LACTB2",1.14453946044906,-0.704640677211522,-0.439898783237536
"NDUFB11",-0.141364025290383,-0.921795775149213,1.0631598004396
"TOR1B",-0.931946285912982,-0.124456438051904,1.05640272396489
"MRPL27",1.1006345929063,-0.247905954613109,-0.852728638293188
"MYO1C",1.0922809071099,-0.221807576756462,-0.870473330353437
"SYNC",-1.15360542532124,0.533260870691639,0.6203445546296
"ANXA5",1.12454159967518,-0.335214324594129,-0.789327275081054
"PEX19",0.451783343282517,-1.14617361650889,0.694390273226375
"PLGRKT",0.851902565412846,0.249101688757491,-1.10100425417034
"CD68",0.897980288908552,0.179677932155938,-1.07765822106449
"RPP40",-1.12175886362129,0.323723810086625,0.798035053534664
"ECM1",-1.00845007367111,0.991330093968562,0.0171199797025471
"CRKL",-1.13622032578937,0.389917771229599,0.746302554559771
"ANXA1",1.15189019357584,-0.6456712501155,-0.50621894346034
"ZC3H7A",-1.02945532928851,0.061774804238655,0.967680525049855
"MT-ATP6",1.14948707059875,-0.479824591485604,-0.669662479113149
"FDXR",1.13178213212225,-0.367643987755747,-0.764138144366499
"DDAH1",0.868210087891608,0.225181261434821,-1.09339134932643
"RECQL",0.906978475371384,0.165415063405964,-1.07239353877735
"TYMP",-1.07769916575584,0.89790860462347,0.179790561132372
"NDUFB4",1.12041793865095,-0.318345925307036,-0.802072013343915
"ECI1",1.09036373170374,-0.216046332311625,-0.874317399392115
"TCIRG1",1.04745848566102,-0.944589125229088,-0.102869360431929
"ZFP91",-1.00531038879221,0.994603633401493,0.0107067553907217
"DNTTIP2",-1.0806826307796,0.188071832396371,0.892610798383231
"NT5E",1.0441485170017,-0.0950901770266641,-0.94905833997504
"ATP6AP1",-0.819496752426492,-0.294750597932085,1.11424735035858
"PHLDB2",-1.15297421707588,0.521825960830498,0.631148256245383
"TBRG4",1.11318007305869,-0.822339154512422,-0.290840918546271
"TPD52L2",1.12715918227096,-0.346475622109836,-0.780683560161128
"UBAP2L",-1.15435403130329,0.601673501325861,0.552680529977426
"MPRIP",1.06561531614321,-0.147647952883275,-0.917967363259932
"TUBAL3",-1.11093566110815,0.282765671305826,0.828169989802319
"KIAA1033",-0.578278431549856,-0.576421609183769,1.15470004073362
"ERI1",-1.13256958536962,0.371439724177114,0.761129861192504
"PES1",-0.713937660510609,-0.428982671224576,1.14292033173519
"TAPBP",1.01780461598817,-0.0366149772780366,-0.981189638710129
"AKR7A2",0.00710891816260813,0.996426589470076,-1.00353550763268
"PLXND1",-1.15103893667668,0.495945448139139,0.655093488537541
"ALDH7A1",1.11368203238786,-0.29267393260413,-0.821008099783726
"NIFK",-1.07086594013508,0.161354631087636,0.909511309047441
"SQLE",-1.15405887411792,0.543696475860566,0.610362398257357
"COG1",-1.12719569913811,0.346636120493581,0.780559578644524
"ATP6V0C",-1.05569420749232,0.122714649849459,0.932979557642866
"RNF213",-1.14556365375994,0.447231293674659,0.698332360085278
"STBD1",-0.793988900415557,-0.329081454579504,1.12307035499506
"FADD",-0.702536303490479,-0.442351440193146,1.14488774368363
"CYP1B1",-0.432196182992783,-0.711212452256268,1.14340863524905
"HSD17B4",1.15380491530704,-0.53752399831359,-0.61628091699345
"CHMP4A",-1.13292508610176,0.759751347592149,0.373173738509608
"GLRX5",1.11114552462328,-0.827632897818924,-0.283512626804357
"MPG",-1.15395298641384,0.54099901608683,0.612953970327014
"GSTM2",1.02835581134288,-0.0593556942986949,-0.969000117044186
"SGPP1",-0.98639975154429,-0.0266670760674785,1.01306682761177
"PRDX2",1.10268878043597,-0.254598556000432,-0.84809022443554
"RTCA",-0.810686303191621,-0.306759922658983,1.1174462258506
"SYPL1",-1.15352716174262,0.531693465034787,0.62183369670783
"DYNLT3",0.850380371613701,-1.10168107094915,0.251300699335446
"GLA",-1.05308167347468,0.116340590828306,0.936741082646371
"DDT",-0.968393241231642,-0.0604692381936482,1.02886247942529
"ARMC10",1.08914145094994,-0.212413872667449,-0.87672757828249
"OXR1",0.578697384073158,0.576002105761726,-1.15469948983488
"MICALL2",0.0756988757181677,0.959999378425855,-1.03569825414402
"PYROXD1",-1.08286120045162,0.194214938975681,0.888646261475935
"GAPDH",-1.03239496865228,0.0682907177707737,0.964104250881511
"ATG4B",-1.15441102821776,0.554813920889137,0.599597107328619
"TRPM4",-1.01930889120848,0.0398065572110867,0.979502333997393
"SH2D4A",0.905219049144751,0.168223669449258,-1.07344271859401
"CYB5B",-0.438180108116679,1.14429200208814,-0.706111893971463
"OCC1",-0.964314384451722,1.03222384814551,-0.0679094636937831
"UAP1L1",-1.12125190675213,0.799572853760917,0.321679052991217
"SRR",-0.530596579498611,1.15347082499698,-0.622874245498369
