"","ph:6.5","pH:6.8","pH:7.1"
"TOMM34",-0.664549296680486,-0.485515467894419,1.15006476457491
"AARS",-1.15180898783919,0.505179380631222,0.646629607207964
"GSTZ1",-1.04621788569218,0.0999410072184796,0.946276878473703
"LDHB",0.989149840621812,-1.01050800182282,0.0213581612010108
"GPRC5A",0.501034624884968,0.650439528088618,-1.15147415297359
"LCMT1",-0.907713433367265,1.07195237446118,-0.164238941093915
"CFAP36",-1.02826109776259,0.969113335501908,0.0591477622606798
"AOX1",3.89666666666667e-13,-4.92333333333333e-13,1.02666666666667e-13
"ITGBL1",-2.46666666666667e-13,6.46333333333333e-13,-3.99666666666667e-13
"GOLGA2",-4.44666666666667e-13,4.70333333333333e-13,-2.56666666666667e-14
"BLMH",1.06766666666667e-13,-1.44533333333333e-13,3.77666666666667e-14
"MAP1A",1.01666666666667e-13,-5.39333333333333e-13,4.37666666666667e-13
"OTULIN",-7.73333333333333e-14,-5.83333333333333e-14,1.35666666666667e-13
"CACYBP",-3.5e-14,7.4e-14,-3.9e-14
"BCL2L13",1.24666666666667e-14,4.31666666666667e-14,-5.56333333333333e-14
"NDUFAF1",-3.58e-15,-3.04e-15,6.62e-15
"EXOSC9",-9.88666666666667e-15,-9.06666666666667e-16,1.07933333333333e-14
"POP4",-3.99264333333333e-15,-5.45471333333333e-15,9.44735666666667e-15
"THG1L",-2.16666666666667e-16,1.88333333333333e-16,2.83333333333333e-17
"GSTT1",-2.07e-16,2.86e-16,-7.9e-17
"MIOS",-8.46666666666667e-16,1.88333333333333e-16,6.58333333333333e-16
"MRPL50",2.83666666666667e-17,-2.96333333333333e-17,1.26666666666667e-18
"DCTN2",-9.8e-18,2.3e-18,7.5e-18
"HIST1H1A",-3.91333333333333e-17,-3.49333333333333e-17,7.40666666666667e-17
"PSMB10",-6.64533333333333e-17,-2.96733333333333e-17,9.61266666666667e-17
"IFI35",-7.88666666666667e-18,4.49333333333333e-18,3.39333333333333e-18
"FKBP4",-2.07e-19,4.5e-20,1.62e-19
"TRAPPC12",-4.9e-21,-1.33e-20,1.82e-20
"VPS11",-8.94333333333333e-23,-1.07333333333333e-22,1.96766666666667e-22
"PRRC2A",6.30666666666667e-20,-2.40333333333333e-20,-3.90333333333333e-20
"MRPL47",4.66666666666666e-19,1.26666666666667e-19,-5.93333333333333e-19
"MYH10",5e-18,2.5e-18,-7.5e-18
"APIP",1.53333333333333e-17,1.03333333333333e-18,-1.63666666666667e-17
"NOLC1",2.90666666666667e-17,2.06666666666666e-18,-3.11333333333333e-17
"PCMT1",4.52333333333333e-17,4.83333333333333e-18,-5.00666666666667e-17
"C1R",-1.60733333333333e-16,1.02366666666667e-16,5.83666666666667e-17
"MVD",2.59e-15,-7.6e-16,-1.83e-15
"HNMT",-0.943420727792809,-0.1048900157238,1.04831074351661
"CCDC109B",2.44e-14,1.89e-14,-4.33e-14
"TUBB8",-1.51413333333333e-13,3.36266666666667e-14,1.17786666666667e-13
"MRPL24",0.97317467676808,-1.02482361212728,0.0516489353591998
"SPNS1",2.35333333333333e-13,-2.56666666666667e-13,2.13333333333333e-14
"CD99L2",-0.598562658569945,-0.555874830620491,1.15443748919044
"MRPL1",-0.461043602728227,-0.686309206667101,1.14735280939533
"GUK1",1.13867645754598,-0.403320326807885,-0.735356130738099
"RPS4Y1",-1.01268118861041,0.0258641560941755,0.986817032516234
"BPHL",1.15470053837925,-0.577350269189626,-0.577350269189626
"SH3PXD2A",0.382734991392296,0.75210240036464,-1.13483739175694
"RRP8",1.14101995282029,-0.723986686205085,-0.41703326661521
"COX7A1",0.957629610086621,-1.03757159239717,0.0799419823105527
"NCLN",1.14895260696655,-0.67413035612833,-0.474822250838215
"PTRH1",-0.639224726994252,-0.513180414629188,1.15240514162344
"LYRM7",1.03755076931253,-0.0798946482092893,-0.957656121103237
"IFI16",1.13246054028459,-0.761550119424828,-0.370910420859761
"PDDC1",1.01639107235259,-0.033630586952843,-0.98276048539975
"GNL3",0.987661145490625,-1.01189822881555,0.0242370833249233
"NUDT19",0.515071540508272,0.637464777856772,-1.15253631836504
"TMEM192",0.36036531564383,-1.13023667179201,0.769871356148182
"DDX51",-0.780398972571708,1.12724296038136,-0.346843987809648
"RAB6C",1.11959068488178,-0.804514617824882,-0.315076067056893
"PDLIM3",0.280449888546859,0.82983221641894,-1.1102821049658
"ELOVL1",0.711932998482446,-1.14328063873946,0.431347640257011
"DNASE2",-1.05882216761844,0.130447785973641,0.928374381644799
"MYO5A",-0.972915083351862,-0.0521305945096229,1.02504567786149
"TIMP1",0.862626939899918,0.233446691250438,-1.09607363115036
"SLC17A5",1.11508030192297,-0.297834663538637,-0.81724563838433
"NLN",-1.11592629405248,0.814928863964756,0.300997430087723
"IGBP1",-0.959024926796947,1.03647152144187,-0.0774465946449191
"MLLT4",-1.10734104868991,0.837125726122495,0.270215322567416
"LUM",0.715648313489601,0.426959646955057,-1.14260796044466
"SLC25A1",1.10315368160315,-0.256129779428371,-0.847023902174779
"SAMD9",-1.15165475559501,0.648411762733622,0.503242992861384
"NUDT5",-1.04179887873985,0.952166551717121,0.0896323270227332
"ALMS1",0.0070388965325192,-1.0035008683195,0.996461971786985
"CRYZ",1.00119075276906,-0.00238577448259149,-0.998804978286471
"GHDC",-1.03751814236163,0.957697652536855,0.0798204898247756
"CCAR2",0.999191884703508,-1.00080616087986,0.00161427617634897
"ACBD5",1.1409145857619,-0.416394218145921,-0.72452036761598
"BST1",1.02725688145746,-0.056947507665257,-0.970309373792201
"IAH1",0.963913760621827,0.0686361604759405,-1.03254992109777
"TMEM14C",1.14245759440811,-0.425994559730852,-0.716463034677259
"ARF4",1.13943476923089,-0.407648556641632,-0.731786212589261
"GRN",-1.08156819685697,0.190558918493249,0.891009278363723
"MIF",-1.15170557860785,0.503875743291514,0.647829835316334
"COMT",-0.401558714609604,1.13836292640188,-0.736804211792275
"PYCRL",-1.05299801304383,0.116137716444118,0.93686029659971
"SLFN5",-1.14399841051375,0.436165750038692,0.707832660475058
"HMBS",1.15406398342814,-0.610232016043585,-0.543831967384555
"SELENBP1",0.907986294017812,0.163801857346787,-1.0717881513646
"CHAMP1",-1.14676018893965,0.456308313936166,0.690451875003486
"NDUFA11",1.13390942218704,-0.755864919146433,-0.378044503040604
"CAPG",-1.0659269730462,0.917475860965619,0.148451112080582
"DTX3L",-1.0808788513849,0.188621743544956,0.892257107839949
"RFT1",-0.972480156791392,1.02541700528078,-0.0529368484893867
"ERCC6",-1.1354940862532,0.38611586446223,0.74937822179097
"RTN4IP1",0.578103406389012,0.576596804365615,-1.15470021075463
"NDUFS5",1.03809058919878,-0.0811229881765591,-0.956967601022224
"FN1",-1.14468676462553,0.440931213285881,0.70375555133965
"TFAM",1.1486592654158,-0.472170839739143,-0.676488425676653
"NDUFB3",1.14832884699109,-0.469256633622325,-0.679072213368766
"ENO1",1.08758603757012,-0.207835494443223,-0.879750543126897
"PPFIBP1",1.10221164233485,-0.253033478226749,-0.849178164108096
"NAGLU",-1.13931893683882,0.406981042928067,0.732337893910755
"NUP98",1.04259702850543,-0.95111658869088,-0.091480439814554
"SFXN1",1.07775423195841,-0.179942077815182,-0.897812154143225
"ATAD3A",1.14091011199779,-0.416367135460347,-0.724542976537442
"DIS3",-0.95584387906153,1.03896726670626,-0.0831233876447276
"HINT3",1.14696661196066,-0.689028506164567,-0.457938105796092
"DARS2",1.05744318940369,-0.127024661818596,-0.930418527585096
"MTHFD1L",1.13212559079894,-0.762833563029269,-0.369292027769666
"C17orf62",0.344753164239152,0.782012720948265,-1.12676588518742
"KRT1",1.03531508532821,-0.0748347727336455,-0.960480312594563
"OSMR",1.09699563919226,-0.236327312188924,-0.860668327003337
"MRPS18B",0.801606555299816,0.318967656658551,-1.12057421195837
"PLA2G15",0.746995504818483,0.389062597225944,-1.13605810204443
"CAST",1.09514982659962,-0.230580996995222,-0.864568829604396
"C8orf82",1.14026778097799,-0.727747470956037,-0.412520310021958
"MRPL18",1.11024003912982,-0.280301367296245,-0.829938671833573
"SNX9",1.02787282868197,-0.0582961109842801,-0.969576717697692
"PROCR",1.00726056120865,-0.0146828178077337,-0.992577743400918
"CST3",1.13733730936727,-0.741434054983915,-0.395903254383354
"GM2A",0.971254260643906,-1.02645877777409,0.055204517130186
"EPS8L2",-1.08324625360482,0.195309445960393,0.887936807644425
"ME2",1.04238827378344,-0.090996490444081,-0.951391783339357
"GGH",-0.633392733626016,-0.519431753598166,1.15282448722418
"SACS",-0.922996282742996,-0.139383208423916,1.06237949116691
"RRP7A",1.10170303020116,-0.25137225883366,-0.850330771367499
"FGF2",0.429282755356369,0.713683585341357,-1.14296634069773
"MRGPRF",1.04130762584771,-0.0884977979668154,-0.952809827880897
"TPRG1L",0.157599500226004,-1.06944186417155,0.911842363945544
"APCDD1L",-0.942566097625202,1.04893074741937,-0.106364649794169
"EEA1",1.12221102675991,-0.325559745929423,-0.796651280830483
"PHAX",-0.510068029446905,-0.642113104762596,1.1521811342095
"OTUD4",1.09045237488179,-0.216310980151831,-0.874141394729954
"SPPL2A",-1.08743439351866,0.207391714756351,0.880042678762305
"NMI",0.433655215525743,0.70997192047152,-1.14362713599726
"NTMT1",-0.985054736539049,-0.0292488045445353,1.01430354108359
"PAM",0.763561359345738,0.368372996506597,-1.13193435585233
"HSD17B10",0.883079917186866,0.20276384777118,-1.08584376495805
"HNRNPM",1.1278268136732,-0.349425624504338,-0.778401189168865
"NADK2",1.08313327648349,-0.19498803383777,-0.888145242645719
"C9orf89",1.0821893017516,-0.192311428256373,-0.889877873495225
"PPIA",1.15206927923322,-0.50856403946148,-0.643505239771737
"ECI2",1.08948701446582,-0.213437705921252,-0.876049308544571
"NDUFA5",1.03633269098091,-0.0771324293307229,-0.959200261650192
"CAT",1.10577162613357,-0.264872214206525,-0.840899411927045
"LHFPL2",1.15032333576688,-0.662151135019475,-0.48817220074741
"TMBIM1",1.05457624154724,-0.934598460776266,-0.119977780770976
"TERT",-1.1184673215561,0.807775685309802,0.310691636246298
"LIMS3L;LIMS3",0.925659174504727,0.134971650193178,-1.0606308246979
"PALM",0.902901666158835,0.171908161349715,-1.07480982750855
"NUP88",-0.0996312678941304,-0.946455015948512,1.04608628384264
"HDHD1",-1.05309203634511,0.116365725813345,0.936726310531762
"MCEE",0.929198053972159,0.129070268472902,-1.05826832244506
"QTRT1",-0.892416358745267,-0.188374188789986,1.08079054753525
"FUBP1",1.08662444750184,-0.205029084105303,-0.881595363396534
"COX7A2L",0.318590209305624,0.801889169511591,-1.12047937881721
"SIAE",1.08710986369764,-0.880666349911857,-0.206443513785785
"CD55",0.999029319525157,0.00193854248746784,-1.00096786201262
"RABAC1",0.757155436258051,0.376430052697646,-1.1335854889557
"GORAB",-0.992015286142126,-0.0157826011162096,1.00779788725834
"NQO2",1.1420498520699,-0.423405138945453,-0.718644713124442
"MRPL21",1.13932247408224,-0.732321081619729,-0.407001392462515
"MAD1L1",-0.955739450062221,-0.0833090144949627,1.03904846455718
"MT-CO2",1.14645957368632,-0.453970261323276,-0.692489312363048
"CD97",0.7399456449548,-1.13767089586584,0.397725250911037
"ARPC1B",1.14623524470463,-0.693983551578428,-0.452251693126199
"EIF2AK2",1.15469182202792,-0.573460411510712,-0.581231410517203
"MRPL23",0.843125531924353,-1.1048302853592,0.261704753434844
"SLC25A24",1.12543049187523,-0.338986267108069,-0.786444224767159
"LACTB",1.13259243845308,-0.371550805238974,-0.761041633214101
"MECR",1.15112485112359,-0.654198821996672,-0.496926029126922
"GAA",0.833579302248456,0.275206851863491,-1.10878615411195
"KRT16",1.13069700490102,-0.768186399133793,-0.362510605767226
"HBA1",1.08446159652816,-0.198781698335575,-0.885679898192583
"ITGB5",1.06367603635714,-0.142678709848838,-0.920997326508301
"ALDH16A1",-1.14972882861001,0.482167513076908,0.667561315533101
"OCIAD2",-1.1513696145236,0.651586112018932,0.499783502504667
"NDUFB5",1.12366967834119,-0.331563606745765,-0.792106071595428
"NCOA5",-0.874775084118768,-0.215357748351625,1.09013283247039
"QIL1",1.08026698479043,-0.893357827880247,-0.186909156910185
"MFAP5",-1.10699230660091,0.269021154671745,0.837971151929162
"SAMM50",1.15279797473206,-0.633780361436743,-0.519017613295318
"GGT5",1.04428151532349,-0.0954006874020396,-0.948880827921449
"METTL7A",1.12223015925728,-0.325637687422868,-0.796592471834414
"FANCM",1.12073786995225,-0.801117704736561,-0.319620165215694
"TEX10",-1.04927117234992,0.107176001117234,0.942095171232686
"ACOT13",1.1153231081357,-0.298739223350908,-0.816583884784791
"TMEM70",1.15211181923663,-0.642979500238067,-0.509132318998567
"FCGRT",1.00548931262037,-0.0110705450793133,-0.994418767541054
"CHTF8",0.954913331564219,0.0847758456406051,-1.03968917720482
"NIT2",-0.0605167479929555,1.02888407585342,-0.968367327860463
"SCPEP1",1.14363606524978,-0.43371512644617,-0.709920938803606
"SP1",0.332806008217706,0.791161678129714,-1.12396768634742
"NUP50",1.03322241772909,-0.070137719588254,-0.963084698140833
"CRAT",1.11110998292148,-0.283386010147351,-0.82772397277413
"ETFA",1.08703288804012,-0.206218911803519,-0.880813976236601
"HRNR",0.22766516831947,-1.09420314081194,0.866537972492468
"SEC61B",1.12921926383352,-0.355688855926301,-0.773530407907222
"MAVS",1.14019383817561,-0.412082652200984,-0.728111185974626
"PLOD2",-1.14555237360204,0.698403888766171,0.447148484835871
"UBE2L6",-0.431709426246659,-0.711625868057395,1.14333529430405
"SNRNP40",-1.1441606998193,0.437275974083938,0.706884725735361
"TKT",1.06241628902542,-0.139476448564968,-0.92293984046045
"ANXA13",0.953460012943033,0.0873493343919859,-1.04080934733502
"MRPS26",1.10589848010608,-0.265301167272616,-0.840597312833466
"TPR",1.14439085132921,-0.438864316970871,-0.705526534358341
"RCN2",1.14823523837185,-0.679791069119461,-0.468444169252388
"UTRN",1.12329224294657,-0.329997890955421,-0.793294351991144
"NES",-0.421165336099057,-0.720526788325728,1.14169212442479
"TPP1",0.939726506362397,0.111243939968175,-1.05097044633057
"SYNJ2",0.676779488919106,0.471843026127885,-1.14862251504699
"PRNP",-1.13986344133264,0.410139664120978,0.729723777211658
"TMEM126A",1.13186472242723,-0.368039239570768,-0.76382548285646
"APOOL",1.10820763344319,-0.273200130587562,-0.835007502855626
"ESYT2",1.0521676298518,-0.114128163163439,-0.938039466688361
"LRRN4CL",1.02400592131422,-0.974127299807366,-0.0498786215068542
"ICT1",1.08459830827116,-0.19917398415893,-0.885424324112229
"GIPC2",-0.946586870016913,-0.0994019230430023,1.04598879305991
"RDH13",1.02656981218302,-0.0554467081046215,-0.971123104078402
"NOC4L",-1.1482143752633,0.468263853741247,0.679950521522052
"PPP2R2D",-1.05737397853381,0.126853438975646,0.930520539558168
"LTN1",-1.1392512723659,0.40659219234547,0.73265908002043
"HIST2H3PS2",1.14073373140458,-0.415302635375499,-0.72543109602908
"MTIF3",0.998554223464401,-1.00143953276852,0.00288530930411696
"EHBP1",-1.1064720183707,0.267246928236447,0.839225090134255
"MRPL51",0.413324742697472,0.727078488207892,-1.14040323090536
"C2CD2",1.12676189788968,-0.344735758972515,-0.782026138917166
"KRR1",1.14665000566202,-0.455446576533159,-0.691203429128866
"IRF2BP2",0.896220379390812,0.182438598007371,-1.07865897739818
"CYB5R2",-1.07887140777069,0.895844688229406,0.183026719541286
"EIF1AY",-0.842934742628234,-0.261976675227152,1.10491141785539
"SIRT6",-1.13071514539569,0.362595532415136,0.768119612980552
"TXNDC9",-0.96185533772844,-0.0723586331191936,1.03421397084763
"BLOC1S4",-1.15469185985272,0.573468870163543,0.581222989689174
"LYRM4",1.11473856824521,-0.296565826802792,-0.818172741442417
"JUNB",0.489733981479003,0.660738039358357,-1.15047202083736
"SPCS1",1.04256282501595,-0.951161706218995,-0.0914011187969537
"CLU",1.09085199837593,-0.217506133627127,-0.873345864748799
"LMNB2",1.11994045371368,-0.316454241546436,-0.803486212167245
"FYTTD1",1.15468687562975,-0.572478827212847,-0.5822080484169
"FAP",-0.130346356504378,1.05878143632452,-0.928435079820139
"AGA",-1.03721337391722,0.0791282315988011,0.958085142318419
"TLN2",1.15452724906051,-0.559939555072326,-0.594587693988181
"RBMXL1",1.07814952466323,-0.181031186978913,-0.897118337684313
"PALM2",0.933051916838307,0.122592527424969,-1.05564444426328
"BTN2A1",-1.136908748274,0.393586213588731,0.743322534685269
"ACSF3",1.05904849405557,-0.131011743548944,-0.928036750506625
"MLKL",1.04788857887445,-0.944000410328659,-0.103888168545796
"TREX1",1.11503065604528,-0.297650022413339,-0.817380633631946
"TNFAIP2",1.15189961976618,-0.50634054694423,-0.645559072821953
"CD2BP2",1.13996845695395,-0.729213427628782,-0.410755029325166
"TNS3",-0.132990259472116,1.05984058483421,-0.926850325362094
"DPP4",1.06965482234091,-0.158159227244431,-0.911495595096478
"NDUFC2",1.11921903289433,-0.313618526154193,-0.805600506740133
"TFRC",-1.035254907405,0.0746991778830387,0.96055572952196
"SUCLA2",1.15341375012241,-0.529510044961872,-0.623903705160534
"PTGS2",1.06106766651531,-0.136070203366615,-0.924997463148695
"MGST3",1.10423098526596,-0.259702345897176,-0.844528639368779
"DPP7",1.11929561769333,-0.313918302764525,-0.805377314928809
"LMNB1",1.15149449995608,-0.501280395417266,-0.650214104538813
"UQCRFS1",1.14722924435111,-0.460041757110046,-0.687187487241062
"MBOAT2",-1.12992536354592,0.358925052657014,0.771000310888904
"HLCS",0.437556320639429,-1.14420149571891,0.706645175079476
"PRSS3",1.15459620262857,-0.590740818925169,-0.5638553837034
"CYBRD1",1.11223566827146,-0.287419371787038,-0.824816296484423
"RAVER1",-1.15383276794884,0.538154834655086,0.615677933293756
"SNX7",-0.0870653798559598,1.04068599545472,-0.95362061559876
"TXNRD2",0.986141362169196,0.0271637952472877,-1.01330515741648
"FBXL18",-0.502728813555181,-0.648884339412066,1.15161315296725
"CD59",1.13909010055687,-0.405669160929203,-0.733420939627669
"EPM2AIP1",-0.0207245197917782,-0.989476662485886,1.01020118227766
"NPC2",0.492842690613066,-1.15076064099812,0.657917950385053
"CD82",1.11822628176981,-0.309759001016642,-0.808467280753172
"PID1",-0.0950252941341354,1.04412071702538,-0.949095422891249
"NUDT16",-0.811699627683108,-0.305386986256927,1.11708661394004
"FLG2",0.386252303140421,-1.13552037308212,0.7492680699417
"NDUFA1",0.848456294358127,0.254072256346584,-1.10252855070471
"RRS1",-0.838860102697027,-0.267763732148798,1.10662383484583
"C19orf66",0.178255958419157,0.898884475148184,-1.07714043356734
"IQGAP3",-1.07083930371731,0.161284129339506,0.9095551743778
"ATAD3B",1.15326969592914,-0.52686782737223,-0.626401868556906
"COL6A1",-1.10704625378423,0.837840632485294,0.269205621298935
"ATOX1",1.15313126829566,-0.628682891933792,-0.524448376361871
"NUMA1",1.09855391861262,-0.24124373719278,-0.857310181419839
"KRT5",1.04849327275828,-0.105323740447836,-0.943169532310445
"PIR",1.15224705107081,-0.510969477510969,-0.641277573559839
"COL6A2",0.884814632461162,0.200109064601039,-1.0849236970622
"NDUFB10",1.04180758988704,-0.089652465391579,-0.952155124495462
"MICU2",1.13938102963329,-0.407338576165332,-0.732042453467957
"PPL",1.0508524898117,-0.110960584696925,-0.939891905114772
"CTNNA2",0.565444106703856,-1.15461925007033,0.589175143366474
"CD99",1.14611287210132,-0.694789600401025,-0.451323271700291
"IRS2",1.15386745860706,-0.538954577446648,-0.614912881160409
"ASPSCR1",1.15319410338087,-0.525533170661902,-0.627660932718967
"ZC3H18",1.0794337150987,-0.184587105161349,-0.894846609937352
"PHIP",1.0847796702975,-0.199694926838259,-0.885084743459241
"SPTBN2",-1.05079756566984,0.110828695893327,0.93996886977651
"PVRL2",-1.03814271054368,0.0812417258396167,0.956900984704067
"CD109",1.103124340086,-0.256032953666059,-0.847091386419942
"PRSS1",1.08713763566732,-0.206524576172776,-0.880613059494539
"TOR1AIP1",1.15207634449124,-0.508658113268334,-0.643418231222902
"METTL15",0.78842864668594,0.336391727695297,-1.12482037438124
"KRT2",1.12916870134052,-0.355458711556534,-0.773709989783985
"TPCN1",1.13835201381029,-0.40149768543648,-0.736854328373807
"C19orf43",0.873876935652788,-1.0905854107555,0.216708475102715
"TMCO3",1.10477315615175,-0.843259755053195,-0.261513401098552
"RB1",-0.984978588698624,-0.0293946820802686,1.01437327077889
"ARL6IP6",0.843884959626568,0.260621532706458,-1.10450649233303
"NPR3",1.13994114254649,-0.729346365066865,-0.410594777479628
"COL6A3",0.978652252367894,0.0414090494935605,-1.02006130186146
"TGFBI",-1.00326214064277,0.996705618106526,0.0065565225362473
"ICAM1",1.00340780607867,-0.00685081269302066,-0.996556993385647
"SIRPA",1.15435211983943,-0.601740008435117,-0.552612111404309
"PLAUR",1.13889251746974,-0.404543635230651,-0.734348882239091
"VASN",0.858179231883532,-1.09815336811554,0.239974136232004
"PLAU",-0.359519677451791,1.13005410954085,-0.770534432089055
"SMYD3",-1.15469564599549,0.57443683703282,0.580258808962673
